monitoring_location_name,activity_start_date,activity_depth_height_unit,sample_collection_equipment_name,characteristic_name,method_speciation,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_condition,result_analytical_method_instrument
442 LA CB,2018-05-07,epi,Pump/Submersible,TDP,TDP,4,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-05-07,meta,Pump/Submersible,TDP,TDP,4,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-05-23,epi,Pump/Submersible,CA,UA-ICP,1.91,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-05-23,epi,Pump/Submersible,CHLA,Chla,1.71,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-05-23,meta,Pump/Submersible,CHLA,Chla,5.39,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-05-23,epi,Pump/Submersible,DIC,DIC,,uM,,Not Reported,LI-820 LiCor gas analyzer
442 LA CB,2018-05-23,meta,Pump/Submersible,DIC,DIC,,uM,,Not Reported,LI-820 LiCor gas analyzer
442 LA CB,2018-05-23,epi,Pump/Submersible,DOC,FWI-DOC,542,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-05-23,meta,Pump/Submersible,DOC,FWI-DOC,544,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-05-23,epi,Pump/Submersible,NA,UA-ICP,0.67,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-05-23,meta,Pump/Submersible,PARTP,PARTP,8,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-05-23,epi,Pump/Submersible,PARTP,PARTP,5,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-05-23,epi,Pump/Submersible,PH,pH,7.115,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-05-23,meta,Pump/Submersible,PH,pH,6.675,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-05-23,epi,Pump/Submersible,TDN,TDN/NH3,283,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-05-23,meta,Pump/Submersible,TDN,TDN/NH3,272,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-05-23,epi,Pump/Submersible,TDP,TDP,3.111,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-05-23,meta,Pump/Submersible,TDP,TDP,2.261,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-06-04,epi,Pump/Submersible,CA,UA-ICP,1.89,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-06-04,meta,Pump/Submersible,CHLA,Chla,5.45,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-06-04,epi,Pump/Submersible,CHLA,Chla,1.42,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-06-04,epi,Pump/Submersible,DIC,DIC,,uM,,Not Reported,LI-820 LiCor gas analyzer
442 LA CB,2018-06-04,meta,Pump/Submersible,DIC,DIC,,uM,,Not Reported,LI-820 LiCor gas analyzer
442 LA CB,2018-06-04,meta,Pump/Submersible,DOC,FWI-DOC,527,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-06-04,epi,Pump/Submersible,DOC,FWI-DOC,558,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-06-04,epi,Pump/Submersible,NA,UA-ICP,0.66,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-06-04,meta,Pump/Submersible,PARTP,PARTP,6,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-06-04,epi,Pump/Submersible,PARTP,PARTP,4,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-06-04,meta,Pump/Submersible,PH,pH,6.681,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-06-04,epi,Pump/Submersible,PH,pH,7.233,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-06-04,meta,Pump/Submersible,TDN,TDN/NH3,241,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-06-04,epi,Pump/Submersible,TDN,TDN/NH3,230,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-06-04,epi,Pump/Submersible,TDP,TDP,2.333,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-06-04,meta,Pump/Submersible,TDP,TDP,2.497,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-06-18,epi,Pump/Submersible,CA,UA-ICP,1.89,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-06-18,meta,Pump/Submersible,CHLA,Chla,3.35,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-06-18,epi,Pump/Submersible,CHLA,Chla,1.47,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-06-18,epi,Pump/Submersible,DIC,DIC,118,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-06-18,meta,Pump/Submersible,DIC,DIC,157,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-06-18,epi,Pump/Submersible,DOC,FWI-DOC,521,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-06-18,meta,Pump/Submersible,DOC,FWI-DOC,525,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-06-18,epi,Pump/Submersible,NA,UA-ICP,0.67,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-06-18,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-06-18,meta,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-06-18,epi,Pump/Submersible,PH,pH,6.803,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-06-18,meta,Pump/Submersible,PH,pH,5.736,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-06-18,meta,Pump/Submersible,TDN,TDN/NH3,245,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-06-18,epi,Pump/Submersible,TDN,TDN/NH3,243,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-06-18,epi,Pump/Submersible,TDP,TDP,2.963,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-06-18,meta,Pump/Submersible,TDP,TDP,3.506,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-07-03,epi,Pump/Submersible,CA,UA-ICP,1.89,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-03,meta,Pump/Submersible,CHLA,Chla,76.35,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-07-03,epi,Pump/Submersible,CHLA,Chla,1.34,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-07-03,meta,Pump/Submersible,DIC,DIC,154,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-07-03,epi,Pump/Submersible,DIC,DIC,115,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-07-03,epi,Pump/Submersible,DOC,FWI-DOC,529,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-07-03,meta,Pump/Submersible,DOC,FWI-DOC,519,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-07-03,epi,Pump/Submersible,NA,UA-ICP,,mg/L,0.016,Not Reported,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-03,meta,Pump/Submersible,PARTP,PARTP,4,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-07-03,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-07-03,epi,Pump/Submersible,PH,pH,7.203,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-07-03,meta,Pump/Submersible,PH,pH,6.828,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-07-03,epi,Pump/Submersible,TDN,TDN/NH3,408,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-07-03,meta,Pump/Submersible,TDN,TDN/NH3,369,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-07-03,meta,Pump/Submersible,TDP,TDP,3.565,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-07-03,epi,Pump/Submersible,TDP,TDP,2.842,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-07-16,epi,Pump/Submersible,CA,UA-ICP,1.99,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-16,epi,Pump/Submersible,CA,UA-ICP,1.98,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-16,epi,Pump/Submersible,CHLA,Chla,1.06,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-07-16,meta,Pump/Submersible,CHLA,Chla,2.24,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-07-16,epi,Pump/Submersible,CHLA,Chla,1.17,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-07-16,meta,Pump/Submersible,DIC,DIC,129,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-07-16,epi,Pump/Submersible,DIC,DIC,134,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-07-16,epi,Pump/Submersible,DIC,DIC,133,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-07-16,epi,Pump/Submersible,DOC,FWI-DOC,523,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-07-16,epi,Pump/Submersible,DOC,FWI-DOC,531,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-07-16,meta,Pump/Submersible,DOC,FWI-DOC,522,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-07-16,epi,Pump/Submersible,NA,UA-ICP,,mg/L,0.016,Not Reported,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-16,epi,Pump/Submersible,NA,UA-ICP,,mg/L,0.016,Not Reported,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-07-16,meta,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-07-16,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-07-16,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-07-16,epi,Pump/Submersible,PH,pH,7.177,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-07-16,epi,Pump/Submersible,PH,pH,7.169,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-07-16,meta,Pump/Submersible,PH,pH,7.142,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-07-16,meta,Pump/Submersible,TDN,TDN/NH3,266,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-07-16,epi,Pump/Submersible,TDN,TDN/NH3,257,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-07-16,epi,Pump/Submersible,TDN,TDN/NH3,258,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-07-16,epi,Pump/Submersible,TDP,TDP,1.615,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-07-16,epi,Pump/Submersible,TDP,TDP,1.445,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-07-16,meta,Pump/Submersible,TDP,TDP,1.615,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-08-07,epi,Pump/Submersible,CA,UA-ICP,1.95,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-08-07,epi,Pump/Submersible,CHLA,Chla,1.04,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-08-07,meta,Pump/Submersible,CHLA,Chla,5.45,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-08-07,epi,Pump/Submersible,DIC,DIC,129,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-08-07,meta,Pump/Submersible,DIC,DIC,153,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-08-07,epi,Pump/Submersible,DOC,FWI-DOC,512,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-08-07,meta,Pump/Submersible,DOC,FWI-DOC,530,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-08-07,epi,Pump/Submersible,NA,UA-ICP,0.69,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-08-07,meta,Pump/Submersible,PARTP,PARTP,4,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-08-07,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-08-07,meta,Pump/Submersible,PH,pH,6.881,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-08-07,epi,Pump/Submersible,PH,pH,7.075,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-08-07,meta,Pump/Submersible,TDN,TDN/NH3,249,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-08-07,epi,Pump/Submersible,TDN,TDN/NH3,238,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-08-07,epi,Pump/Submersible,TDP,TDP,2.689,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-08-07,meta,Pump/Submersible,TDP,TDP,1.955,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-08-20,epi,Pump/Submersible,CA,UA-ICP,1.96,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-08-20,meta,Pump/Submersible,CHLA,Chla,5.94,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-08-20,epi,Pump/Submersible,CHLA,Chla,1.06,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-08-20,meta,Pump/Submersible,DIC,DIC,158,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-08-20,epi,Pump/Submersible,DIC,DIC,127,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-08-20,epi,Pump/Submersible,DOC,FWI-DOC,514,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-08-20,meta,Pump/Submersible,DOC,FWI-DOC,532,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-08-20,epi,Pump/Submersible,NA,UA-ICP,0.73,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-08-20,epi,Pump/Submersible,PARTP,PARTP,3,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-08-20,meta,Pump/Submersible,PARTP,PARTP,4,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-08-20,meta,Pump/Submersible,PH,pH,6.935,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-08-20,epi,Pump/Submersible,PH,pH,7.155,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-08-20,meta,Pump/Submersible,TDN,TDN/NH3,256,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-08-20,epi,Pump/Submersible,TDN,TDN/NH3,258,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-08-20,epi,Pump/Submersible,TDP,TDP,2.493,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-08-20,meta,Pump/Submersible,TDP,TDP,2.306,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-09-04,epi,Pump/Submersible,CA,UA-ICP,1.98,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-09-04,epi,Pump/Submersible,CHLA,Chla,1.32,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-09-04,meta,Pump/Submersible,CHLA,Chla,6.57,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-09-04,meta,Pump/Submersible,DIC,DIC,193,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-09-04,epi,Pump/Submersible,DIC,DIC,141,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-09-04,meta,Pump/Submersible,DOC,FWI-DOC,543,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-09-04,epi,Pump/Submersible,DOC,FWI-DOC,519,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-09-04,epi,Pump/Submersible,NA,UA-ICP,0.69,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-09-04,meta,Pump/Submersible,PARTP,PARTP,6,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-09-04,epi,Pump/Submersible,PARTP,PARTP,2,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-09-04,epi,Pump/Submersible,PH,pH,7.208,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-09-04,meta,Pump/Submersible,PH,pH,6.669,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-09-04,meta,Pump/Submersible,TDN,TDN/NH3,276,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-09-04,epi,Pump/Submersible,TDN,TDN/NH3,251,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-09-04,epi,Pump/Submersible,TDP,TDP,1.3,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-09-04,meta,Pump/Submersible,TDP,TDP,17.3,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-09-17,epi,Pump/Submersible,CA,UA-ICP,1.96,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-09-17,epi,Pump/Submersible,CHLA,Chla,,ug/L,0.5,Below Detection/Quantification Limit,Turner Designs Trilogy Fluorometer
442 LA CB,2018-09-17,meta,Pump/Submersible,CHLA,Chla,,ug/L,0.5,Below Detection/Quantification Limit,Turner Designs Trilogy Fluorometer
442 LA CB,2018-09-17,meta,Pump/Submersible,DIC,DIC,147,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-09-17,epi,Pump/Submersible,DIC,DIC,136,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-09-17,meta,Pump/Submersible,DOC,FWI-DOC,578,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-09-17,epi,Pump/Submersible,DOC,FWI-DOC,593,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-09-17,epi,Pump/Submersible,NA,UA-ICP,0.67,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-09-17,meta,Pump/Submersible,PARTP,PARTP,6,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-09-17,epi,Pump/Submersible,PARTP,PARTP,4,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-09-17,epi,Pump/Submersible,PH,pH,6.841,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-09-17,meta,Pump/Submersible,PH,pH,6.902,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-09-17,meta,Pump/Submersible,TDN,TDN/NH3,252,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-09-17,epi,Pump/Submersible,TDN,TDN/NH3,261,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-09-17,meta,Pump/Submersible,TDP,TDP,2.156,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-09-17,epi,Pump/Submersible,TDP,TDP,2.508,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-10-01,epi,Pump/Submersible,CA,UA-ICP,1.94,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-10-01,epi,Pump/Submersible,CHLA,Chla,5.53,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-10-01,epi,Pump/Submersible,DIC,DIC,480,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-10-01,epi,Pump/Submersible,DOC,FWI-DOC,575,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-10-01,epi,Pump/Submersible,NA,UA-ICP,0.67,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-10-01,epi,Pump/Submersible,PARTP,PARTP,5,ug/L,0.2,,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-10-01,epi,Pump/Submersible,PH,pH,6.795,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-10-01,epi,Pump/Submersible,TDN,TDN/NH3,263,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-10-01,epi,Pump/Submersible,TDP,TDP,3.5,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
442 LA CB,2018-10-29,epi,Pump/Submersible,CA,UA-ICP,2.08,mg/L,0.0053,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-10-29,epi,Pump/Submersible,CHLA,Chla,3.58,ug/L,0.5,,Turner Designs Trilogy Fluorometer
442 LA CB,2018-10-29,epi,Pump/Submersible,DIC,DIC,228,uM,,,LI-820 LiCor gas analyzer
442 LA CB,2018-10-29,epi,Pump/Submersible,DOC,FWI-DOC,541,uM,13,,Shimadzu TOC-VCPH/CPN
442 LA CB,2018-10-29,epi,Pump/Submersible,NA,UA-ICP,0.66,mg/L,0.016,,Thermo ICAP-6300 ICP-OES
442 LA CB,2018-10-29,epi,Pump/Submersible,PARTP,PARTP,,ug/L,0.2,Below Detection/Quantification Limit,Cole-Parmer 2100 Spectrophotometer
442 LA CB,2018-10-29,epi,Pump/Submersible,PH,pH,6.521,SU,,,Fisher Scientific Accumet pH meter
442 LA CB,2018-10-29,epi,Pump/Submersible,TDN,TDN/NH3,279,ug/L,4.4,,Autoanalyzer II
442 LA CB,2018-10-29,epi,Pump/Submersible,TDP,TDP,3.3,ug/L,0.5,,Shimadzu 1601 scanning spectrophotometer
468 LA CB,1978-05-16,epi,,CA,as Ca,2.15,mg/L,0.01,,Atomic-Absorption
468 LA CB,1978-05-16,epi,,COND,,23,uS/cm,1,,Radiometer CDM 3
468 LA CB,1978-05-16,epi,,DIC,as Total CO2,162,umol/L,10,,Automated conductimetric technique
468 LA CB,1978-08-11,epi,,CA,as Ca,2.12,mg/L,0.01,,Atomic-Absorption
468 LA CB,1978-08-11,epi,,COND,,23,uS/cm,1,,Radiometer CDM 3
468 LA CB,1978-08-11,epi,,DIC,as Total CO2,110,umol/L,10,,Automated conductimetric technique
468 LA CB,1978-08-11,epi,,PH,,7,SU,#N/A,,pH Meter
468 LA CB,1982-08-17,epi,,CA,as Ca,2.25,mg/L,0.01,,Atomic-Absorption
468 LA CB,1982-08-17,epi,,COND,,28,uS/cm,1,,Radiometer CDM 3
468 LA CB,1982-08-17,epi,,DIC,as Total CO2,102,umol/L,10,,Automated conductimetric technique
468 LA CB,1982-08-17,epi,,DOC,as C,400,umol/L,10,,Automated conductimetric technique
468 LA CB,1982-08-17,epi,,NA,as Na,1,mg/L,0.01,,Atomic-Absorption
468 LA CB,1982-08-17,epi,,PH,,7.09,SU,#N/A,,pH Meter
468 LA CB,1983-06-20,epi,,CA,as Ca,2.18,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-06-20,epi,,CHLA,,0.8,ug/L,0.01,,Fluorometric-Method
468 LA CB,1983-06-20,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
468 LA CB,1983-06-20,epi,,DIC,as Total CO2,117,umol/L,10,,Automated conductimetric technique
468 LA CB,1983-06-20,epi,,DOC,as C,640,umol/L,10,,Automated conductimetric technique
468 LA CB,1983-06-20,epi,,NA,as Na,1.27,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-06-20,epi,,NO3,as NO3-N,4,ug/L,1,,Technicon Autoanalyzer
468 LA CB,1983-06-20,epi,,PARTP,as P,2,ug/L,1,,Spectrophotometer
468 LA CB,1983-06-20,epi,,PH,,7.01,SU,#N/A,,pH Meter
468 LA CB,1983-06-20,epi,,TDN,as N,229,ug/L,5,,Photocombustion
468 LA CB,1983-06-20,epi,,TDP,as P,8,ug/L,1,,Photocombustion
468 LA CB,1983-07-06,epi,,CA,as Ca,2.41,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-07-06,epi,,CA,as Ca,2.24,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-07-06,epi,,COND,,28,uS/cm,1,,Radiometer CDM 3
468 LA CB,1983-07-06,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
468 LA CB,1983-07-06,epi,,DOC,as C,570,umol/L,10,,Automated conductimetric technique
468 LA CB,1983-07-06,epi,,DOC,as C,410,umol/L,10,,Automated conductimetric technique
468 LA CB,1983-07-06,epi,,NA,as Na,1.06,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-07-06,epi,,NA,as Na,1.06,mg/L,0.01,,Atomic-Absorption
468 LA CB,1983-07-06,epi,,NO3,as NO3-N,2,ug/L,1,,Technicon Autoanalyzer
468 LA CB,1983-07-06,epi,,NO3,as NO3-N,1,ug/L,1,,Technicon Autoanalyzer
468 LA CB,1983-07-06,epi,,PARTP,as P,4,ug/L,1,,Spectrophotometer
468 LA CB,1983-07-06,epi,,PARTP,as P,5,ug/L,1,,Spectrophotometer
468 LA CB,1983-07-06,epi,,PH,,7.22,SU,#N/A,,pH Meter
468 LA CB,1983-07-06,epi,,PH,,7.1,SU,#N/A,,pH Meter
468 LA CB,1983-07-06,epi,,TDN,as N,240,ug/L,5,,Photocombustion
468 LA CB,1983-07-06,epi,,TDN,as N,226,ug/L,5,,Photocombustion
468 LA CB,1983-07-06,epi,,TDP,as P,3,ug/L,1,,Photocombustion
468 LA CB,1983-07-06,epi,,TDP,as P,4,ug/L,1,,Photocombustion
468 LA CB,1986-07-16,epi,,CHLA,,1.3,ug/L,0.01,,Fluorometric-Method
468 LA CB,1986-07-16,epi,,COND,,26,uS/cm,1,,Radiometer CDM 3
468 LA CB,1986-07-16,epi,,DOC,as C,500,umol/L,10,,Automated conductimetric technique
468 LA CB,1986-07-16,epi,,PH,,7.21,SU,#N/A,,pH Meter
468 LA CB,1986-07-16,epi,,TDN,as N,231,ug/L,5,,Photocombustion
468 LA CB,1986-07-16,epi,,TDP,as P,0,ug/L,1,Below Detection/Quantification Limit,Photocombustion
468 LA CB,1986-07-30,epi,,CHLA,,1.1,ug/L,0.01,,Fluorometric-Method
468 LA CB,1986-07-30,epi,,COND,,27,uS/cm,1,,Radiometer CDM 3
468 LA CB,1986-07-30,epi,,DOC,as C,530,umol/L,10,,Automated conductimetric technique
468 LA CB,1986-07-30,epi,,PH,,7.37,SU,#N/A,,pH Meter
468 LA CB,1986-07-30,epi,,TDN,as N,218,ug/L,5,,Photocombustion
468 LA CB,1986-07-30,epi,,TDP,as P,2,ug/L,1,,Photocombustion
468 LA CB,1986-08-20,epi,,CHLA,,1.2,ug/L,0.01,,Fluorometric-Method
468 LA CB,1986-08-20,epi,,COND,,28,uS/cm,1,,Radiometer CDM 3
468 LA CB,1986-08-20,epi,,DOC,as C,450,umol/L,10,,Automated conductimetric technique
468 LA CB,1986-08-20,epi,,PH,,7.4,SU,#N/A,,pH Meter
468 LA CB,1986-08-20,epi,,TDN,as N,232,ug/L,5,,Photocombustion
